bg2020gj,bg2020ge,bg2010gj,bg2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G06005900524172,060590524172,G06005900524172,060590524172,0.058728452709,0.055233414027,0.057484660587,0.055898876846,0.08897228686
G06005900524173,060590524173,G06005900524174,060590524174,1,1,1,1,1
G06005900524174,060590524174,G06005900524173,060590524173,1,1,1,1,0.993190218678
G06005900524174,060590524174,G06005900524181,060590524181,0,0,0,0,0.006809781322
G06005900524175,060590524175,G06005900524173,060590524173,1,1,1,1,1
G06005900524176,060590524176,G06005900524171,060590524171,1,1,1,1,1
G06005900524191,060590524191,G06005900524191,060590524191,1,1,1,1,0.92162561457
G06005900524191,060590524191,G06005900524203,060590524203,0,0,0,0,0.07837438543
G06005900524192,060590524192,G06005900524192,060590524192,1,1,1,1,0.970393341136
G06005900524192,060590524192,G06005900524201,060590524201,0,0,0,0,0.028657690982
G06005900524192,060590524192,G06005900524203,060590524203,0,0,0,0,9.48967882e-4
G06005900524211,060590524211,G06005900524211,060590524211,1,1,1,1,1
G06005900524212,060590524212,G06005900524212,060590524212,1,1,1,1,1
G06005900524213,060590524213,G06005900524213,060590524213,1,1,1,1,1
G06005900524214,060590524214,G06005900524214,060590524214,1,1,1,1,0.960519825585
G06005900524214,060590524214,G06005900524213,060590524213,0,0,0,0,0.039480174415
G06005900524215,060590524215,G06005900524213,060590524213,1,1,1,1,1
G06005900524216,060590524216,G06005900524213,060590524213,1,1,1,1,1
G06005900524221,060590524221,G06005900524221,060590524221,0.997805568884,0.997761702675,0.997634426358,0.997712534922,0.98018812442
G06005900524221,060590524221,G06005900524041,060590524041,0,0,0,0,0.011393061213
G06005900524221,060590524221,G06005900524252,060590524252,0.002194431116,0.002238297325,0.002365573642,0.002287465078,0.008418814366
G06005900524222,060590524222,G06005900524041,060590524041,0.006340873764,0.006194532822,0.006787880061,0.006562743077,0.00936207156
G06005900524222,060590524222,G06005900524222,060590524222,0.993659126236,0.993805467178,0.993212119939,0.993437256923,0.99063792844
G06005900524223,060590524223,G06005900524223,060590524223,1,1,1,1,1
G06005900524224,060590524224,G06005900524222,060590524222,1,1,1,1,1
G06005900524225,060590524225,G06005900524222,060590524222,0.976037405026,0.977747625509,0.977259806708,0.977595628415,0.995230844007
G06005900524225,060590524225,G06005900524041,060590524041,0.023962594974,0.022252374491,0.022740193292,0.022404371585,0.004769155993
G06005900524231,060590524231,G06005900524231,060590524231,1,1,1,1,1
G06005900524232,060590524232,G06005900524232,060590524232,1,1,1,1,1
G06005900524233,060590524233,G06005900524233,060590524233,1,1,1,1,1
G06005900524241,060590524241,G06005900524152,060590524152,0.001759561009,0.001764866463,0.001815590301,0.001803179935,0.017717872832
G06005900524241,060590524241,G06005900524241,060590524241,0.998240438991,0.998235133537,0.998184409699,0.998196820065,0.982282127168
G06005900524242,060590524242,G06005900524242,060590524242,1,1,1,1,1
G06005900524243,060590524243,G06005900524243,060590524243,1,1,1,1,1
G06005900524251,060590524251,G06005900524251,060590524251,1,1,1,1,1
G06005900524252,060590524252,G06005900524221,060590524221,0,0,0,0,0.001272026744
G06005900524252,060590524252,G06005900524252,060590524252,1,1,1,1,0.998727973256
G06005900524253,060590524253,G06005900524253,060590524253,1,1,1,1,1
G06005900524254,060590524254,G06005900524254,060590524254,1,1,1,1,1
G06005900524271,060590524271,G06005900524271,060590524271,1,1,1,1,1
G06005900524272,060590524272,G06005900524272,060590524272,1,1,1,1,1
G06005900524281,060590524281,G06005900524281,060590524281,1,1,1,1,1
G06005900524282,060590524282,G06005900524282,060590524282,1,1,1,1,1
G06005900524283,060590524283,G06005900524283,060590524283,1,1,1,1,1
G06005900524284,060590524284,G06005900524284,060590524284,1,1,1,1,1
G06005900524285,060590524285,G06005900524285,060590524285,1,1,1,1,1
G06005900524291,060590524291,G06005900524262,060590524262,1,1,1,1,1
G06005900524292,060590524292,G06005900524262,060590524262,1,1,1,1,1
G06005900524293,060590524293,G06005900524262,060590524262,1,1,1,1,1
G06005900524294,060590524294,G06005900524262,060590524262,1,1,1,1,1
G06005900524301,060590524301,G06005900524261,060590524261,1,1,1,1,1
G06005900524302,060590524302,G06005900524262,060590524262,1,1,1,1,1
G06005900524303,060590524303,G06005900524262,060590524262,0,0,0,0,4.51025037e-4
G06005900524303,060590524303,G06005900524263,060590524263,1,1,1,1,0.999548974963
G06005900524304,060590524304,G06005900524262,060590524262,1,1,1,1,1
G06005900524305,060590524305,G06005900524262,060590524262,1,1,1,1,1
G06005900524306,060590524306,G06005900524262,060590524262,1,1,1,1,1
G06005900524307,060590524307,G06005900524262,060590524262,1,1,1,1,1
G06005900524308,060590524308,G06005900524262,060590524262,1,1,1,1,1
G06005900524309,060590524309,G06005900524262,060590524262,0.988878584,0.988708079599,0.998050060841,0.994751759498,0.98741981373
G06005900524309,060590524309,G06005900524263,060590524263,0.011121416,0.011291920401,0.001949939159,0.005248240502,0.01258018627
G06005900524311,060590524311,G06005900524183,060590524183,1,1,1,1,1
G06005900524312,060590524312,G06005900524183,060590524183,1,1,1,1,1
G06005900524321,060590524321,G06005900524182,060590524182,1,1,1,1,1
G06005900524322,060590524322,G06005900524182,060590524182,1,1,1,1,0.987736001291
G06005900524322,060590524322,G06005900524184,060590524184,0,0,0,0,0.012263998709
G06005900524323,060590524323,G06005900524182,060590524182,1,1,1,1,0.907055816882
G06005900524323,060590524323,G06005900524184,060590524184,0,0,0,0,0.092944183118
G06005900524324,060590524324,G06005900524182,060590524182,0,0,0,0,0.039723464269
G06005900524324,060590524324,G06005900524184,060590524184,1,1,1,1,0.960276535731
G06005900524331,060590524331,G06005900524184,060590524184,1,1,1,1,1
G06005900524332,060590524332,G06005900524181,060590524181,1,1,1,1,1
G06005900524333,060590524333,G06005900524181,060590524181,1,1,1,1,1
G06005900524334,060590524334,G06005900524184,060590524184,1,1,1,1,1
G06005900524335,060590524335,G06005900524184,060590524184,1,1,1,1,1
G06005900524336,060590524336,G06005900524184,060590524184,1,1,1,1,1
G06005900524337,060590524337,G06005900524184,060590524184,1,1,1,1,1
G06005900524338,060590524338,G06005900524184,060590524184,1,1,1,1,1
G06005900524339,060590524339,G06005900524184,060590524184,1,1,1,1,1
G06005900524341,060590524341,G06005900524203,060590524203,1,1,1,1,1
G06005900524342,060590524342,G06005900524203,060590524203,1,1,1,1,1
G06005900524343,060590524343,G06005900524203,060590524203,1,1,1,1,1
G06005900524344,060590524344,G06005900524203,060590524203,1,1,1,1,1
G06005900524351,060590524351,G06005900524202,060590524202,1,1,1,1,0.970646907951
G06005900524351,060590524351,G06005900524203,060590524203,0,0,0,0,0.029353092049
G06005900524352,060590524352,G06005900524202,060590524202,1,1,1,1,1
G06005900524353,060590524353,G06005900524202,060590524202,1,1,1,1,1
G06005900524354,060590524354,G06005900524202,060590524202,1,1,1,1,1
G06005900524355,060590524355,G06005900524202,060590524202,1,1,1,1,1
G06005900524361,060590524361,G06005900524204,060590524204,1,1,1,1,1
G06005900524362,060590524362,G06005900524201,060590524201,1,1,1,1,1
G06005900524363,060590524363,G06005900524201,060590524201,1,1,1,1,1
G06005900524364,060590524364,G06005900524201,060590524201,0.571171171171,0.560414269275,0.584848484848,0.57957957958,0.582925367421
G06005900524364,060590524364,G06005900524204,060590524204,0.428828828829,0.439585730725,0.415151515152,0.42042042042,0.417074632579
G06005900524365,060590524365,G06005900524204,060590524204,0.829462508295,0.817531305904,0.829439252337,0.825112107623,0.773839823277
G06005900524365,060590524365,G06005900524201,060590524201,0.170537491705,0.182468694096,0.170560747663,0.174887892377,0.226160176723
G06005900524371,060590524371,G06005900524201,060590524201,1,1,1,1,1
G06005900524372,060590524372,G06005900524201,060590524201,1,1,1,1,1
G06005900524373,060590524373,G06005900524201,060590524201,1,1,1,1,1
G06005900524374,060590524374,G06005900524201,060590524201,1,1,1,1,1
G06005900524375,060590524375,G06005900524201,060590524201,1,1,1,1,0.998061922833
G06005900524375,060590524375,G06005900524192,060590524192,0,0,0,0,0.001938077167
G06005900524381,060590524381,G06005900524041,060590524041,1,1,1,1,1
G06005900524382,060590524382,G06005900524041,060590524041,1,1,1,1,0.98161655186
G06005900524382,060590524382,G06005900524222,060590524222,0,0,0,0,0.007832974173
G06005900524382,060590524382,G06005900524262,060590524262,0,0,0,0,0.010550473967
G06005900524383,060590524383,G06005900524262,060590524262,0.63106059233,0.639366151481,0.655854170985,0.633891686438,0.299691148367
G06005900524383,060590524383,G06005900524041,060590524041,0.36893940767,0.360633848519,0.344145829015,0.366108313562,0.700308851633
G06005900524391,060590524391,G06005900524041,060590524041,1,1,1,1,1
G06005900524392,060590524392,G06005900524041,060590524041,1,1,1,1,1
G06005900524393,060590524393,G06005900524041,060590524041,1,1,1,1,1
G06005900524394,060590524394,G06005900524041,060590524041,1,1,1,1,1
G06005900524395,060590524395,G06005900524041,060590524041,1,1,1,1,1
G06005900524396,060590524396,G06005900524041,060590524041,1,1,1,1,1
G06005900525021,060590525021,G06005900525021,060590525021,1,1,1,1,1
G06005900525022,060590525022,G06005900525022,060590525022,1,1,1,1,1
G06005900525023,060590525023,G06005900525023,060590525023,1,1,1,1,1
G06005900525024,060590525024,G06005900525024,060590525024,1,1,1,1,1
G06005900525051,060590525051,G06005900525051,060590525051,1,1,1,1,1
G06005900525052,060590525052,G06005900525053,060590525053,1,1,1,1,1
G06005900525053,060590525053,G06005900525052,060590525052,1,1,1,1,1
G06005900525054,060590525054,G06005900525054,060590525054,1,1,1,1,1
G06005900525055,060590525055,G06005900525054,060590525054,1,1,1,1,1
G06005900525056,060590525056,G06005900525052,060590525052,1,1,1,1,1
G06005900525061,060590525061,G06005900525062,060590525062,0.415364583333,0.403691813804,0.427734375,0.41825095057,0.443119218286
G06005900525061,060590525061,G06005900525061,060590525061,0.584635416667,0.596308186196,0.572265625,0.58174904943,0.556880781714
G06005900525062,060590525062,G06005900525062,060590525062,0.922826086957,0.920676202861,0.925566343042,0.925566343042,0.943755303577
G06005900525062,060590525062,G06005900525061,060590525061,0.077173913043,0.079323797139,0.074433656958,0.074433656958,0.056244696423
G06005900525111,060590525111,G06005900525111,060590525111,1,1,1,1,1
G06005900525112,060590525112,G06005900525111,060590525111,0.003274087574,0.003319740466,0.003460802608,0.003419602577,0.00346210972
G06005900525112,060590525112,G06005900525112,060590525112,0.996725912426,0.996680259534,0.996539197392,0.996580397423,0.99653789028
G06005900525113,060590525113,G06005900525113,060590525113,0.650664697194,0.651444547996,0.609900990099,0.622605363985,0.665613149355
G06005900525113,060590525113,G06005900525116,060590525116,0.349335302806,0.348555452004,0.390099009901,0.377394636015,0.334386850645
G06005900525114,060590525114,G06005900525115,060590525115,1,1,1,1,1
G06005900525115,060590525115,G06005900525116,060590525116,0.498684210526,0.470978441128,0.42641509434,0.424908424908,0.344383077152
G06005900525115,060590525115,G06005900525113,060590525113,0.046359883358,0.048922013386,0.053043071614,0.053182402991,0.067765468007
G06005900525115,060590525115,G06005900525114,060590525114,0.454955906116,0.480099545487,0.520541834046,0.521909172101,0.587851454841
G06005900525116,060590525116,G06005900525114,060590525114,1,1,1,1,1
G06005900525131,060590525131,G06005900525131,060590525131,1,1,1,1,1
G06005900525132,060590525132,G06005900525132,060590525132,1,1,1,1,1
G06005900525133,060590525133,G06005900525132,060590525132,0.003478460253,0.003413585837,0.002978845711,0.002904062974,0.002601041996
G06005900525133,060590525133,G06005900525133,060590525133,0.996521539747,0.996586414163,0.997021154289,0.997095937026,0.997398958004
G06005900525134,060590525134,G06005900525134,060590525134,0.321994838637,0.321379521245,0.309962307933,0.317653020801,0.376911707037
G06005900525134,060590525134,G06005900525135,060590525135,0.32155213239,0.320609429032,0.337791829183,0.342939234325,0.292772465386
G06005900525134,060590525134,G06005900525136,060590525136,0.356453028973,0.358011049724,0.352245862884,0.339407744875,0.330315827577
G06005900525135,060590525135,G06005900525134,060590525134,0.401433691756,0.376266280753,0.301886792453,0.305263157895,0.210652138225
G06005900525135,060590525135,G06005900525135,060590525135,0.598566308244,0.623733719247,0.698113207547,0.694736842105,0.789347861775
G06005900525136,060590525136,G06005900525134,060590525134,0.312034078807,0.322128851541,0.301775147929,0.30523255814,0.325676470186
G06005900525136,060590525136,G06005900525136,060590525136,0.687965921193,0.677871148459,0.698224852071,0.69476744186,0.674323529814
G06005900525141,060590525141,G06005900525141,060590525141,1,1,1,1,1
G06005900525142,060590525142,G06005900525142,060590525142,1,1,1,1,1
G06005900525143,060590525143,G06005900525144,060590525144,0.357142857143,0.366887417219,0.417475728155,0.40243902439,0.450056108184
G06005900525143,060590525143,G06005900525143,060590525143,0.642857142857,0.633112582781,0.582524271845,0.59756097561,0.549943891816
G06005900525144,060590525144,G06005900525144,060590525144,0.737273259216,0.737717309146,0.712396694215,0.718901453958,0.711180034584
G06005900525144,060590525144,G06005900525143,060590525143,0.262726740784,0.262282690854,0.287603305785,0.281098546042,0.288819965416
G06005900525181,060590525181,G06005900525181,060590525181,1,1,1,1,1
G06005900525182,060590525182,G06005900525181,060590525181,1,1,1,1,1
G06005900525183,060590525183,G06005900525181,060590525181,1,1,1,1,0.997544747843
G06005900525183,060590525183,G06005900626213,060590626213,0,0,0,0,0.002455252157
G06005900525191,060590525191,G06005900525191,060590525191,1,1,1,1,1
G06005900525192,060590525192,G06005900525193,060590525193,0.125238153232,0.12560396773,0.126268574329,0.126028215367,0.154803612728
G06005900525192,060590525192,G06005900525194,060590525194,0.874761846768,0.87439603227,0.873731425671,0.873971784633,0.845196387272
G06005900525193,060590525193,G06005900525192,060590525192,0.675117682154,0.661577261301,0.641001582917,0.645681613047,0.61330683076
G06005900525193,060590525193,G06005900525193,060590525193,0.324882317846,0.338422738699,0.358998417083,0.354318386953,0.38669316924
G06005900525201,060590525201,G06005900525202,060590525202,1,1,1,1,1
G06005900525202,060590525202,G06005900525201,060590525201,0.703703703704,0.712241653418,0.723127035831,0.730158730159,0.68487810628
G06005900525202,060590525202,G06005900525203,060590525203,0.296296296296,0.287758346582,0.276872964169,0.269841269841,0.31512189372
G06005900525203,060590525203,G06005900525202,060590525202,0.418929402638,0.434611602753,0.451612903226,0.445328031809,0.452013590487
G06005900525203,060590525203,G06005900525201,060590525201,0.581070597362,0.565388397247,0.548387096774,0.554671968191,0.547986409513
G06005900525204,060590525204,G06005900525203,060590525203,1,1,1,1,1
G06005900525211,060590525211,G06005900525211,060590525211,1,1,1,1,1
G06005900525212,060590525212,G06005900525212,060590525212,1,1,1,1,1
G06005900525213,060590525213,G06005900525213,060590525213,0.980452663286,0.980981718695,0.981175485464,0.981266193526,0.979582360844
G06005900525213,060590525213,G06005900755151,060590755151,0,0,0,0,0
G06005900525213,060590525213,G06005900525214,060590525214,0.019547336714,0.019018281305,0.018824514536,0.018733806474,0.020417639156
G06005900525214,060590525214,G06005900525213,060590525213,0.011986737335,0.012187837884,0.011223147533,0.011390075252,0.014821165205
G06005900525214,060590525214,G06005900525214,060590525214,0.988013262665,0.987812162116,0.988776852467,0.988609924748,0.985178834795
G06005900525214,060590525214,G06005900755151,060590755151,0,0,0,0,0
G06005900525221,060590525221,G06005900525221,060590525221,1,1,1,1,1
G06005900525222,060590525222,G06005900525222,060590525222,1,1,1,1,1
G06005900525223,060590525223,G06005900525223,060590525223,1,1,1,1,1
G06005900525231,060590525231,G06005900525231,060590525231,1,1,1,1,0.999949381612
G06005900525231,060590525231,G06005900755151,060590755151,0,0,0,0,5.0618388e-5
G06005900525232,060590525232,G06005900525232,060590525232,1,1,1,1,1
G06005900525233,060590525233,G06005900525233,060590525233,1,1,1,1,1
G06005900525234,060590525234,G06005900525234,060590525234,1,1,1,1,1
G06005900525241,060590525241,G06005900525241,060590525241,1,1,1,1,1
G06005900525242,060590525242,G06005900525242,060590525242,1,1,1,1,1
G06005900525243,060590525243,G06005900525243,060590525243,1,1,1,1,1
G06005900525244,060590525244,G06005900525244,060590525244,0.690899299946,0.691929824561,0.684420772304,0.694087403599,0.746424124121
G06005900525244,060590525244,G06005900525243,060590525243,0.309100700054,0.308070175439,0.315579227696,0.305912596401,0.22011913977
G06005900525244,060590525244,G06005900525255,060590525255,0,0,0,0,0.033456736109
G06005900525245,060590525245,G06005900525245,060590525245,1,1,1,1,0.985704325741
G06005900525245,060590525245,G06005900525255,060590525255,0,0,0,0,0.014295674259
G06005900525261,060590525261,G06005900525262,060590525262,0.063291139241,0.053557765876,0.040241448692,0.043137254902,0.045273918309
G06005900525261,060590525261,G06005900525261,060590525261,0.936708860759,0.946442234124,0.959758551308,0.956862745098,0.954726081691
G06005900525262,060590525262,G06005900525262,060590525262,0.954997480677,0.954554501294,0.959918703779,0.960852999728,0.979505045536
G06005900525262,060590525262,G06005900525261,060590525261,0.045002519323,0.045445498706,0.040081296221,0.039147000272,0.020494954464
G06005900525271,060590525271,G06005900525272,060590525272,1,1,1,1,1
G06005900525272,060590525272,G06005900525273,060590525273,1,1,1,1,1
G06005900525273,060590525273,G06005900525274,060590525274,1,1,1,1,1
G06005900525274,060590525274,G06005900525271,060590525271,1,1,1,1,1
G06005900525275,060590525275,G06005900525271,060590525271,1,1,1,1,0.993976241653
G06005900525275,060590525275,G06005900525272,060590525272,0,0,0,0,0.006023758347
G06005900525276,060590525276,G06005900525272,060590525272,1,1,1,1,0.989043526179
G06005900525276,060590525276,G06005900525024,060590525024,0,0,0,0,0.010956473821
G06005900525281,060590525281,G06005900525283,060590525283,1,1,1,1,1
G06005900525282,060590525282,G06005900525281,060590525281,0.875739455248,0.871358657656,0.860206357376,0.872870589809,0.84111328496
G06005900525282,060590525282,G06005900525282,060590525282,0.124260544752,0.128641342344,0.139793642624,0.127129410191,0.15888671504
G06005900525283,060590525283,G06005900525283,060590525283,0.331911262799,0.348288075561,0.299065420561,0.294930875576,0.44719476404
G06005900525283,060590525283,G06005900525284,060590525284,0.668088737201,0.651711924439,0.700934579439,0.705069124424,0.55280523596
G06005900525284,060590525284,G06005900525282,060590525282,1,1,1,1,1
G06005900525291,060590525291,G06005900525151,060590525151,1,1,1,1,1
G06005900525292,060590525292,G06005900525152,060590525152,1,1,1,1,1
G06005900525301,060590525301,G06005900525153,060590525153,1,1,1,1,1
G06005900525302,060590525302,G06005900525154,060590525154,1,1,1,1,1
G06005900525303,060590525303,G06005900755154,060590755154,0,0,0,0,0.125353619184
G06005900525303,060590525303,G06005900525155,060590525155,1,1,1,1,0.874646380816
G06005900525311,060590525311,G06005900525172,060590525172,1,1,1,1,1
G06005900525312,060590525312,G06005900525173,060590525173,0.582047685835,0.566842357451,0.519011406844,0.512306289881,0.681472937532
G06005900525312,060590525312,G06005900525172,060590525172,0.417952314165,0.433157642549,0.480988593156,0.487693710119,0.318527062468
G06005900525321,060590525321,G06005900525171,060590525171,1,1,1,1,1
G06005900525322,060590525322,G06005900525172,060590525172,1,1,1,1,1
G06005900525323,060590525323,G06005900525172,060590525172,1,1,1,1,1
G06005900525324,060590525324,G06005900525172,060590525172,1,1,1,1,1
G06005900525331,060590525331,G06005900525259,060590525259,0.993655729832,0.993257922587,0.993429388523,0.993429388523,0.993819694238
G06005900525331,060590525331,G06005900525252,060590525252,0.006344270168,0.006742077413,0.006570611477,0.006570611477,0.006180305762
G06005900525332,060590525332,G06005900525253,060590525253,1,1,1,1,1
G06005900525333,060590525333,G06005900525254,060590525254,1,1,1,1,1
G06005900525334,060590525334,G06005900525256,060590525256,1,1,1,1,1
G06005900525335,060590525335,G06005900525256,060590525256,0.062681358542,0.064229176154,0.060041152939,0.060041152939,0.152509048972
G06005900525335,060590525335,G06005900525257,060590525257,0.937318641458,0.935770823846,0.939958847061,0.939958847061,0.847490951028
G06005900525336,060590525336,G06005900525259,060590525259,0.242264870111,0.246034915609,0.209640678241,0.235308474839,0.236927559852
G06005900525336,060590525336,G06005900525252,060590525252,0.757735129889,0.753965084391,0.790359321759,0.764691525161,0.763072440148
G06005900525341,060590525341,G06005900525255,060590525255,1,1,1,1,1
G06005900525351,060590525351,G06005900525251,060590525251,1,1,1,1,1
G06005900525352,060590525352,G06005900525258,060590525258,1,1,1,1,0.993201735412
G06005900525352,060590525352,G06005900525271,060590525271,0,0,0,0,0.006798264588
G06005900525353,060590525353,G06005900525258,060590525258,1,1,1,1,1
G06005900525354,060590525354,G06005900525258,060590525258,1,1,1,1,1
G06005900626051,060590626051,G06005900626051,060590626051,1,1,1,1,1
G06005900626052,060590626052,G06005900626052,060590626052,1,1,1,1,1
G06005900626053,060590626053,G06005900626053,060590626053,1,1,1,1,1
G06005900626054,060590626054,G06005900626054,060590626054,1,1,1,1,1
G06005900626101,060590626101,G06005900626101,060590626101,1,1,1,1,1
G06005900626102,060590626102,G06005900626102,060590626102,1,1,1,1,1
G06005900626103,060590626103,G06005900626102,060590626102,1,1,1,1,1
G06005900626104,060590626104,G06005900626102,060590626102,1,1,1,1,1
G06005900626105,060590626105,G06005900626102,060590626102,1,1,1,1,0.998676578067
G06005900626105,060590626105,G06005900626113,060590626113,0,0,0,0,0
G06005900626105,060590626105,G06005900630073,060590630073,0,0,0,0,0.001323421933
G06005900626111,060590626111,G06005900626111,060590626111,1,1,1,1,1
G06005900626112,060590626112,G06005900626112,060590626112,1,1,1,1,1
G06005900626113,060590626113,G06005900626113,060590626113,1,1,1,1,1
G06005900626113,060590626113,G06005900626102,060590626102,0,0,0,0,0
G06005900626141,060590626141,G06005900626141,060590626141,1,1,1,1,1
G06005900626142,060590626142,G06005900626142,060590626142,1,1,1,1,1
G06005900626143,060590626143,G06005900626143,060590626143,1,1,1,1,1
G06005900626144,060590626144,G06005900626141,060590626141,1,1,1,1,1
G06005900626145,060590626145,G06005900626141,060590626141,1,1,1,1,1
G06005900626146,060590626146,G06005900626143,060590626143,1,1,1,1,1
G06005900626147,060590626147,G06005900626141,060590626141,1,1,1,1,1
G06005900626148,060590626148,G06005900626102,060590626102,0,0,0,0,0
G06005900626148,060590626148,G06005900626113,060590626113,0,0,0,0,3.35547768e-4
G06005900626148,060590626148,G06005900626143,060590626143,1,1,1,1,0.999664452232
G06005900626191,060590626191,G06005900626191,060590626191,1,1,1,1,1
G06005900626192,060590626192,G06005900626192,060590626192,0.983519747775,0.983551443721,0.983571068049,0.983737217084,0.967246221764
G06005900626192,060590626192,G06005900626201,060590626201,0.016480252225,0.016448556279,0.016428931951,0.016262782916,0.032753778236
G06005900626193,060590626193,G06005900626193,060590626193,1,1,1,1,1
G06005900626194,060590626194,G06005900626194,060590626194,1,1,1,1,1
G06005900626201,060590626201,G06005900626201,060590626201,1,1,1,1,0.992749608655
G06005900626201,060590626201,G06005900626322,060590626322,0,0,0,0,0.007250391345
G06005900626202,060590626202,G06005900626202,060590626202,1,1,1,1,1
G06005900626203,060590626203,G06005900626203,060590626203,0.990330584181,0.991493910219,0.998030549671,0.989501090694,0.990143740047
G06005900626203,060590626203,G06005900626202,060590626202,0.009669415819,0.008506089781,0.001969450329,0.010498909306,0.009856259953
G06005900626204,060590626204,G06005900626204,060590626204,1,1,1,1,1
G06005900626221,060590626221,G06005900626221,060590626221,1,1,1,1,1
G06005900626222,060590626222,G06005900626222,060590626222,1,1,1,1,1
G06005900626223,060590626223,G06005900626223,060590626223,1,1,1,1,1
G06005900626224,060590626224,G06005900626224,060590626224,1,1,1,1,1
G06005900626225,060590626225,G06005900626225,060590626225,1,1,1,1,1
G06005900626251,060590626251,G06005900626251,060590626251,1,1,1,1,1
G06005900626252,060590626252,G06005900626252,060590626252,0.972445021752,0.972432683976,0.971399715556,0.971492115839,0.971549527877
G06005900626252,060590626252,G06005900626253,060590626253,0.027554978248,0.027567316024,0.028600284444,0.028507884161,0.028450472123
G06005900626253,060590626253,G06005900626253,060590626253,1,1,1,1,1
G06005900626254,060590626254,G06005900626254,060590626254,1,1,1,1,1
G06005900626261,060590626261,G06005900626261,060590626261,1,1,1,1,1
G06005900626262,060590626262,G06005900626262,060590626262,1,1,1,1,1
G06005900626271,060590626271,G06005900626271,060590626271,1,1,1,1,1
G06005900626272,060590626272,G06005900626272,060590626272,1,1,1,1,0.985188506999
G06005900626272,060590626272,G06005900626262,060590626262,0,0,0,0,0.014811493001
G06005900626273,060590626273,G06005900626273,060590626273,1,1,1,1,1
G06005900626281,060590626281,G06005900626281,060590626281,1,1,1,1,1
G06005900626282,060590626282,G06005900626281,060590626281,0.104048759251,0.094920472037,0.119266055046,0.118965517241,0.161834509466
G06005900626282,060590626282,G06005900626282,060590626282,0.895951240749,0.905079527963,0.880733944954,0.881034482759,0.838165490534
G06005900626291,060590626291,G06005900626291,060590626291,1,1,1,1,1
G06005900626292,060590626292,G06005900626292,060590626292,0.963179382035,0.964228455946,0.959821288239,0.96193168522,0.95727619343399994
G06005900626292,060590626292,G06005900626291,060590626291,0.036820617965,0.035771544054,0.040178711761,0.03806831478,0.042723806566
G06005900626301,060590626301,G06005900626301,060590626301,1,1,1,1,1
G06005900626302,060590626302,G06005900626301,060590626301,1,1,1,1,1
G06005900626311,060590626311,G06005900626314,060590626314,0.776858773842,0.791337480362,0.767737430695,0.785305539956,0.892782896622
G06005900626311,060590626311,G06005900626312,060590626312,6.33286346e-4,5.93237575e-4,7.43182995e-4,6.70795041e-4,7.07685878e-4
G06005900626311,060590626311,G06005900626313,060590626313,0.200927181795,0.186236777739,0.211487032832,0.194134399764,0.094979631142
G06005900626311,060590626311,G06005900626311,060590626311,0.021580758017,0.021832504324,0.020032353478,0.019889265239,0.011529786359
G06005900626312,060590626312,G06005900626312,060590626312,0.999709154499,0.999699938319,0.999719979892,0.999719655634,0.999069814373
G06005900626312,060590626312,G06005900626314,060590626314,2.90845501e-4,3.00061681e-4,2.80020108e-4,2.80344366e-4,9.30185627e-4
G06005900626313,060590626313,G06005900626311,060590626311,0.941772822959,0.942820351438,0.946666323643,0.946666323643,0.85885696856
G06005900626313,060590626313,G06005900626314,060590626314,0.046981107704,0.046471890103,0.047063832247,0.047063832247,0.118956168317
G06005900626313,060590626313,G06005900626312,060590626312,0.011246069337,0.010707758459,0.00626984411,0.00626984411,0.022186863123
G06005900626314,060590626314,G06005900626313,060590626313,1,1,1,1,1
G06005900626321,060590626321,G06005900626321,060590626321,1,1,1,1,0.992168659553
G06005900626321,060590626321,G06005900626332,060590626332,0,0,0,0,0.007831340447
G06005900626322,060590626322,G06005900626321,060590626321,0,0,0,0,0.080809644335
G06005900626322,060590626322,G06005900626322,060590626322,1,1,1,1,0.919190355665
G06005900626323,060590626323,G06005900626321,060590626321,0.140529585233,0.145216829451,0.150532927305,0.146846635983,0.440714134563
G06005900626323,060590626323,G06005900626323,060590626323,0.859470414767,0.854783170549,0.849467072695,0.853153364017,0.559285865437
G06005900626324,060590626324,G06005900626324,060590626324,1,1,1,1,1
G06005900626331,060590626331,G06005900626331,060590626331,1,1,1,1,0.99241688685
G06005900626331,060590626331,G06005900626332,060590626332,0,0,0,0,2.79534367e-4
G06005900626331,060590626331,G06005900423191,060590423191,0,0,0,0,0.007303578783
G06005900626332,060590626332,G06005900626332,060590626332,1,1,1,1,0.918259103934
G06005900626332,060590626332,G06005900626321,060590626321,0,0,0,0,0.081740896066
G06005900626341,060590626341,G06005900626341,060590626341,1,1,1,1,1
G06005900626342,060590626342,G06005900626342,060590626342,1,1,1,1,1
G06005900626343,060590626343,G06005900626343,060590626343,0.989442592209,0.989443782694,0.989207388112,0.989197474342,0.978349843683
G06005900626343,060590626343,G06005900626344,060590626344,0.010557407791,0.010556217306,0.010792611888,0.010802525658,0.021650156317
G06005900626344,060590626344,G06005900626344,060590626344,1,1,1,1,1
G06005900626351,060590626351,G06005900626351,060590626351,1,1,1,1,1
G06005900626352,060590626352,G06005900626352,060590626352,1,1,1,1,1
G06005900626353,060590626353,G06005900626353,060590626353,1,1,1,1,1
G06005900626361,060590626361,G06005900626361,060590626361,1,1,1,1,1
